Age Group,Birthdate,City,Department,Education Level,Employee ID,First Name,FULL name,Gender,Hiredate,Job Title,Last Name,LOCATION,Performance Rating,State,status,Termdate,Age,length of hire,Salary,Total Active,Total Hired,Total terminated
25-35,3/9/1994,Rochester,Customer Service,H- S,00-59478024,Michael,Michael Jones,Female,1/12/2017,Customer Service Representative,Jones,HQ,Satisfactory,New York,HIRED,,30,7,55047,1,1,0
35-44,7/26/1981,Rochester,Customer Service,H- S,00-28153701,Susan,Susan Decker,Female,7/4/2015,Customer Service Representative,Decker,HQ,Satisfactory,New York,HIRED,,43,9,59978,1,1,0
35-44,5/31/1985,Rochester,Customer Service,H- S,00-86391152,Amanda,Amanda Moore,Female,1/12/2016,Help Desk Technician,Moore,HQ,Satisfactory,New York,HIRED,,39,8,68242,1,1,0
35-44,3/16/1981,Rochester,Customer Service,H- S,00-70752435,Darrell,Darrell Miller,Female,2/4/2018,Help Desk Technician,Miller,HQ,Satisfactory,New York,HIRED,,43,6,80681,1,1,0
25-35,1/20/1993,Rochester,Customer Service,H- S,00-89472028,David,David Silva,Female,7/19/2022,Help Desk Technician,Silva,HQ,Satisfactory,New York,HIRED,,31,2,71507,1,1,0
35-44,7/18/1989,Rochester,Customer Service,H- S,00-96853189,Donald,Donald Lee,Female,10/7/2021,Help Desk Technician,Lee,HQ,Satisfactory,New York,HIRED,,35,3,70332,1,1,0
25-35,10/22/1993,Rochester,Customer Service,H- S,00-18933547,Robert,Robert Hall,Female,6/23/2016,Help Desk Technician,Hall,HQ,Satisfactory,New York,HIRED,,31,8,71952,1,1,0
55+,11/2/1966,Rochester,Customer Service,H- S,00-37430524,Ronald,Ronald Carroll,Female,8/2/2017,Help Desk Technician,Carroll,HQ,Satisfactory,New York,HIRED,,58,7,80333,1,1,0
35-44,4/10/1986,Rochester,Customer Service,H- S,00-72600538,Ryan,Ryan Morales,Female,8/10/2024,Help Desk Technician,Morales,HQ,Satisfactory,New York,HIRED,,38,0,79939,1,1,0
>25,5/2/2000,Rochester,Customer Service,H- S,00-55987725,Sheila,Sheila Richardson,Female,1/5/2021,Help Desk Technician,Richardson,HQ,Satisfactory,New York,HIRED,,24,3,59941,1,1,0
25-35,9/17/1994,Rochester,Customer Service,H- S,00-10403216,Aaron,Aaron Horton,Female,12/29/2017,Support Specialist,Horton,HQ,Satisfactory,New York,HIRED,,30,7,60852,1,1,0
45-54,5/8/1978,Rochester,Customer Service,H- S,00-18889007,Alexis,Alexis Prince,Female,2/5/2017,Support Specialist,Prince,HQ,Satisfactory,New York,HIRED,,46,7,63218,1,1,0
45-54,8/30/1970,Rochester,Customer Service,H- S,00-89513946,Billy,Billy Johnson,Female,3/4/2024,Support Specialist,Johnson,HQ,Satisfactory,New York,HIRED,,54,0,61340,1,1,0
45-54,3/3/1972,Rochester,Customer Service,H- S,00-45279042,Bradley,Bradley Brown,Female,10/25/2024,Support Specialist,Brown,HQ,Satisfactory,New York,HIRED,,52,0,60494,1,1,0
45-54,8/25/1978,Rochester,Customer Service,H- S,00-18580762,Carolyn,Carolyn Ortiz,Female,2/16/2020,Support Specialist,Ortiz,HQ,Satisfactory,New York,HIRED,,46,4,61295,1,1,0
45-54,10/14/1974,Rochester,Customer Service,H- S,00-34772080,Darren,Darren Gomez,Female,1/31/2017,Support Specialist,Gomez,HQ,Satisfactory,New York,HIRED,,50,7,60574,1,1,0
55+,12/19/1969,Rochester,Customer Service,H- S,00-48982422,Diana,Diana Stone,Female,5/21/2015,Support Specialist,Stone,HQ,Satisfactory,New York,HIRED,,55,9,65445,1,1,0
35-44,7/20/1980,Rochester,Customer Service,H- S,00-55430797,Jennifer,Jennifer Stone,Female,4/6/2020,Support Specialist,Stone,HQ,Satisfactory,New York,HIRED,,44,4,65709,1,1,0
35-44,5/8/1983,Rochester,Customer Service,H- S,00-63642721,Lisa,Lisa Hendricks,Female,4/15/2022,Support Specialist,Hendricks,HQ,Satisfactory,New York,HIRED,,41,2,58986,1,1,0
35-44,2/23/1981,Rochester,Customer Service,H- S,00-99018687,Mark,Mark Fisher,Female,8/24/2017,Support Specialist,Fisher,HQ,Satisfactory,New York,HIRED,,43,7,56468,1,1,0
45-54,8/16/1977,Rochester,Customer Service,H- S,00-68534862,Nicole,Nicole Stone,Female,6/11/2023,Support Specialist,Stone,HQ,Satisfactory,New York,HIRED,,47,1,62731,1,1,0
55+,12/8/1965,Rochester,Customer Service,H- S,00-35263378,Shannon,Shannon Weiss,Female,7/29/2020,Support Specialist,Weiss,HQ,Satisfactory,New York,HIRED,,59,4,63971,1,1,0
45-54,4/18/1971,Charlotte,Customer Service,H- S,00-76961753,Brittany,Brittany Gutierrez,Female,2/20/2018,Support Specialist,Gutierrez,BRANCH,Satisfactory,North Carolina,HIRED,,53,6,67244,1,1,0
25-35,8/2/1992,Charlotte,Customer Service,H- S,00-79086760,Donna,Donna Hernandez,Female,12/3/2024,Support Specialist,Hernandez,BRANCH,Satisfactory,North Carolina,HIRED,,32,0,62333,1,1,0
25-35,1/6/1998,Greensboro,Customer Service,H- S,00-56134283,Melissa,Melissa Shaffer,Female,2/8/2023,Customer Service Representative,Shaffer,BRANCH,Satisfactory,North Carolina,HIRED,,26,1,56453,1,1,0
45-54,4/28/1977,Greensboro,Customer Service,H- S,00-95202397,Catherine,Catherine Hopkins,Female,7/22/2017,Help Desk Technician,Hopkins,BRANCH,Satisfactory,North Carolina,HIRED,,47,7,69326,1,1,0
35-44,12/24/1983,Greensboro,Customer Service,H- S,00-67217417,Katherine,Katherine Stephenson,Female,3/29/2015,Help Desk Technician,Stephenson,BRANCH,Satisfactory,North Carolina,HIRED,,41,9,56259,1,1,0
25-35,4/14/1995,Greensboro,Customer Service,H- S,00-87270408,Leslie,Leslie Sanchez,Female,10/13/2024,Help Desk Technician,Sanchez,BRANCH,Satisfactory,North Carolina,HIRED,,29,0,73985,1,1,0
25-35,10/27/1996,Raleigh,Customer Service,H- S,00-97961547,Norma,Norma Clark,Female,2/1/2017,Customer Service Representative,Clark,BRANCH,Satisfactory,North Carolina,HIRED,,28,7,61034,1,1,0
35-44,3/10/1980,Raleigh,Customer Service,H- S,00-26172749,Andrew,Andrew Romero,Female,5/30/2020,Support Specialist,Romero,BRANCH,Satisfactory,North Carolina,HIRED,,44,4,63314,1,1,0
35-44,11/1/1988,Philadelphia,Customer Service,H- S,00-79443222,Kenneth,Kenneth White,Female,4/24/2020,Customer Service Representative,White,BRANCH,Satisfactory,Pennsylvania,HIRED,,36,4,57293,1,1,0
45-54,12/27/1976,Philadelphia,Customer Service,H- S,00-27120235,Hannah,Hannah Howard,Female,2/22/2023,Help Desk Technician,Howard,BRANCH,Satisfactory,Pennsylvania,HIRED,,48,1,61616,1,1,0
25-35,8/5/1998,Philadelphia,Customer Service,H- S,00-84240710,Jennifer,Jennifer Stokes,Female,12/20/2020,Support Specialist,Stokes,BRANCH,Satisfactory,Pennsylvania,HIRED,,26,4,55088,1,1,0
25-35,5/14/1992,Richmond,Customer Service,H- S,00-16450225,David,David Sellers,Female,11/27/2023,Support Specialist,Sellers,BRANCH,Satisfactory,Virginia,HIRED,,32,1,62353,1,1,0
45-54,3/6/1979,Virginia Beach,Customer Service,H- S,00-33768506,Linda,Linda Santiago,Female,6/3/2020,Customer Service Representative,Santiago,BRANCH,Satisfactory,Virginia,HIRED,,45,4,56690,1,1,0
45-54,8/11/1977,Virginia Beach,Customer Service,H- S,00-49453084,Kevin,Kevin Gonzalez,Female,7/2/2017,Support Specialist,Gonzalez,BRANCH,Satisfactory,Virginia,HIRED,,47,7,62315,1,1,0
45-54,2/7/1972,Charleston,Customer Service,H- S,00-47382097,Aaron,Aaron Castro,Female,5/20/2022,Customer Service Representative,Castro,BRANCH,Satisfactory,West Virginia,HIRED,,52,2,64001,1,1,0
25-35,10/29/1991,Morgantown,Customer Service,H- S,00-38726428,Ashley,Ashley Webb,Female,5/14/2019,Customer Service Representative,Webb,BRANCH,Satisfactory,West Virginia,HIRED,,33,5,62227,1,1,0
25-35,2/12/1990,Morgantown,Customer Service,H- S,00-47551535,Shari,Shari Ramirez,Female,1/9/2023,Customer Service Representative,Ramirez,BRANCH,Satisfactory,West Virginia,HIRED,,34,1,55971,1,1,0
25-35,9/2/1995,Morgantown,Customer Service,H- S,00-86924129,Andrea,Andrea Sanchez,Female,10/19/2018,Support Specialist,Sanchez,BRANCH,Satisfactory,West Virginia,HIRED,,29,6,54991,1,1,0
35-44,11/5/1988,Detroit,HR,H- S,00-52371009,Sara,Sara Moore,Female,1/15/2024,Recruiter,Moore,BRANCH,Satisfactory,Michigan,HIRED,,36,0,74958,1,1,0
35-44,6/8/1985,Buffalo,HR,H- S,00-30325007,Michael,Michael Atkinson,Female,10/30/2019,Recruiter,Atkinson,HQ,Satisfactory,New York,HIRED,,39,5,65336,1,1,0
25-35,2/8/1995,New York City,HR,H- S,00-74537834,Christian,Christian Hendrix,Female,4/10/2016,HR Assistant,Hendrix,HQ,Satisfactory,New York,HIRED,,29,8,56674,1,1,0
55+,11/29/1961,New York City,HR,H- S,00-97477918,Jonathan,Jonathan Vincent,Female,3/10/2017,HR Assistant,Vincent,HQ,Satisfactory,New York,HIRED,,63,7,56743,1,1,0
35-44,12/28/1983,Rochester,HR,H- S,00-38217583,Andrew,Andrew Heath,Female,2/2/2018,HR Assistant,Heath,HQ,Satisfactory,New York,HIRED,,41,6,58106,1,1,0
25-35,12/27/1992,Rochester,HR,H- S,00-43064092,Marcus,Marcus Martin,Female,1/29/2024,HR Assistant,Martin,HQ,Satisfactory,New York,HIRED,,32,0,56391,1,1,0
35-44,11/12/1981,Rochester,HR,H- S,00-51115997,Michael,Michael White,Female,7/21/2022,HR Assistant,White,HQ,Satisfactory,New York,HIRED,,43,2,60638,1,1,0
25-35,11/24/1999,Rochester,HR,H- S,00-77176147,Brian,Brian Washington,Female,9/11/2015,Recruiter,Washington,HQ,Satisfactory,New York,HIRED,,25,9,56266,1,1,0
35-44,10/22/1988,Rochester,HR,H- S,00-70005821,Brittany,Brittany Martin,Female,3/6/2018,Recruiter,Martin,HQ,Satisfactory,New York,HIRED,,36,6,65124,1,1,0
45-54,5/18/1971,Rochester,HR,H- S,00-50811697,Jerry,Jerry Cruz,Female,3/17/2022,Recruiter,Cruz,HQ,Satisfactory,New York,HIRED,,53,2,68177,1,1,0
55+,4/28/1961,Rochester,HR,H- S,00-10279945,Karen,Karen Stephens,Female,12/4/2016,Recruiter,Stephens,HQ,Satisfactory,New York,HIRED,,63,8,70509,1,1,0
55+,4/26/1962,Rochester,HR,H- S,00-87595788,Patrick,Patrick Peterson,Female,11/13/2022,Recruiter,Peterson,HQ,Satisfactory,New York,HIRED,,62,2,58622,1,1,0
45-54,5/29/1970,Charlotte,HR,H- S,00-55905032,Gary,Gary Jackson,Female,6/10/2024,Recruiter,Jackson,BRANCH,Satisfactory,North Carolina,HIRED,,54,0,62848,1,1,0
45-54,1/7/1976,Aurora,IT,H- S,00-60101289,Ryan,Ryan Bishop,Female,11/7/2024,IT Support Specialist,Bishop,BRANCH,Satisfactory,Illinois,HIRED,,48,0,62378,1,1,0
35-44,12/6/1987,Chicago,IT,H- S,00-40161549,Billy,Billy Lynch,Female,8/3/2022,IT Support Specialist,Lynch,BRANCH,Satisfactory,Illinois,HIRED,,37,2,56745,1,1,0
45-54,7/12/1976,Detroit,IT,H- S,00-28991936,John,John Marquez,Female,8/9/2022,IT Support Specialist,Marquez,BRANCH,Satisfactory,Michigan,HIRED,,48,2,57189,1,1,0
35-44,12/20/1980,Grand Rapids,IT,H- S,00-12698765,Regina,Regina Nunez,Female,1/2/2022,IT Support Specialist,Nunez,BRANCH,Satisfactory,Michigan,HIRED,,44,2,58494,1,1,0
45-54,7/5/1978,Warren,IT,H- S,00-26852512,Rebecca,Rebecca Skinner,Female,7/22/2016,IT Support Specialist,Skinner,BRANCH,Satisfactory,Michigan,HIRED,,46,8,62809,1,1,0
35-44,10/7/1988,Buffalo,IT,H- S,00-62458932,Angela,Angela Livingston,Female,9/5/2017,IT Support Specialist,Livingston,HQ,Satisfactory,New York,HIRED,,36,7,53684,1,1,0
25-35,7/23/1997,Buffalo,IT,H- S,00-25445960,Kimberly,Kimberly Austin,Female,7/16/2017,IT Support Specialist,Austin,HQ,Satisfactory,New York,HIRED,,27,7,60712,1,1,0
25-35,8/4/1998,Buffalo,IT,H- S,00-86318249,Michael,Michael Obrien,Female,9/17/2016,IT Support Specialist,Obrien,HQ,Satisfactory,New York,HIRED,,26,8,58743,1,1,0
35-44,3/29/1987,Buffalo,IT,H- S,00-51258084,Patrick,Patrick Morris,Female,6/21/2023,IT Support Specialist,Morris,HQ,Satisfactory,New York,HIRED,,37,1,61928,1,1,0
45-54,5/12/1976,Buffalo,IT,H- S,00-26144121,Stephanie,Stephanie Vincent,Female,10/19/2023,IT Support Specialist,Vincent,HQ,Satisfactory,New York,HIRED,,48,1,54968,1,1,0
25-35,2/14/1995,New York City,IT,H- S,00-55483577,Christine,Christine Kaiser,Female,3/22/2024,IT Support Specialist,Kaiser,HQ,Satisfactory,New York,HIRED,,29,0,55171,1,1,0
35-44,7/17/1981,New York City,IT,H- S,00-41503438,Deanna,Deanna Carter,Female,1/25/2017,IT Support Specialist,Carter,HQ,Satisfactory,New York,HIRED,,43,7,63270,1,1,0
45-54,1/13/1979,New York City,IT,H- S,00-87603784,Joel,Joel White,Female,7/23/2016,IT Support Specialist,White,HQ,Satisfactory,New York,HIRED,,45,8,62965,1,1,0
35-44,4/7/1984,New York City,IT,H- S,00-64177562,Joseph,Joseph Williams,Female,1/14/2021,IT Support Specialist,Williams,HQ,Satisfactory,New York,HIRED,,40,3,56265,1,1,0
55+,6/25/1966,New York City,IT,H- S,00-67429121,Justin,Justin Zavala,Female,2/17/2016,IT Support Specialist,Zavala,HQ,Satisfactory,New York,HIRED,,58,8,60131,1,1,0
45-54,9/30/1977,New York City,IT,H- S,00-52107027,Kevin,Kevin Brown,Female,9/8/2020,IT Support Specialist,Brown,HQ,Satisfactory,New York,HIRED,,47,4,58947,1,1,0
25-35,4/9/1997,New York City,IT,H- S,00-38540398,Terri,Terri Cardenas,Female,5/25/2019,IT Support Specialist,Cardenas,HQ,Satisfactory,New York,HIRED,,27,5,58578,1,1,0
35-44,7/14/1982,New York City,IT,H- S,00-46360358,Tony,Tony Ramirez,Female,3/24/2017,IT Support Specialist,Ramirez,HQ,Satisfactory,New York,HIRED,,42,7,58156,1,1,0
55+,1/26/1963,New York City,IT,H- S,00-26974987,Tyler,Tyler Daniel,Female,7/13/2019,IT Support Specialist,Daniel,HQ,Satisfactory,New York,HIRED,,61,5,57922,1,1,0
25-35,7/29/1998,Rochester,IT,H- S,00-54808596,Janet,Janet Castro,Female,10/28/2015,IT Support Specialist,Castro,HQ,Satisfactory,New York,HIRED,,26,9,61018,1,1,0
55+,12/27/1959,Rochester,IT,H- S,00-53299559,Linda,Linda Andrews,Female,3/8/2023,IT Support Specialist,Andrews,HQ,Satisfactory,New York,HIRED,,65,1,63278,1,1,0
25-35,2/15/1991,Rochester,IT,H- S,00-83286377,Logan,Logan Burnett,Female,9/8/2017,IT Support Specialist,Burnett,HQ,Satisfactory,New York,HIRED,,33,7,62778,1,1,0
35-44,4/21/1986,Rochester,IT,H- S,00-95209019,Melissa,Melissa Woodard,Female,9/5/2018,IT Support Specialist,Woodard,HQ,Satisfactory,New York,HIRED,,38,6,53857,1,1,0
>25,3/30/2003,Rochester,IT,H- S,00-81346472,Paige,Paige Wilson,Female,2/25/2016,IT Support Specialist,Wilson,HQ,Satisfactory,New York,HIRED,,21,8,59747,1,1,0
25-35,5/5/1991,Rochester,IT,H- S,00-60110818,Sara,Sara Rodriguez,Female,6/15/2023,IT Support Specialist,Rodriguez,HQ,Satisfactory,New York,HIRED,,33,1,59302,1,1,0
45-54,3/21/1977,Rochester,IT,H- S,00-96388439,Todd,Todd Wilson,Female,12/14/2017,IT Support Specialist,Wilson,HQ,Satisfactory,New York,HIRED,,47,7,63697,1,1,0
35-44,3/6/1981,Rochester,IT,H- S,00-44761889,Wendy,Wendy Warren,Female,4/4/2016,IT Support Specialist,Warren,HQ,Satisfactory,New York,HIRED,,43,8,56368,1,1,0
35-44,1/31/1985,Charlotte,IT,H- S,00-80662368,Danny,Danny Garcia,Female,3/7/2022,IT Support Specialist,Garcia,BRANCH,Satisfactory,North Carolina,HIRED,,39,2,61308,1,1,0
35-44,6/21/1987,Raleigh,IT,H- S,00-75741381,Catherine,Catherine Rubio,Female,8/8/2020,IT Support Specialist,Rubio,BRANCH,Satisfactory,North Carolina,HIRED,,37,4,53115,1,1,0
25-35,2/5/1996,Raleigh,IT,H- S,00-55370500,Kyle,Kyle Bruce,Female,4/11/2018,IT Support Specialist,Bruce,BRANCH,Satisfactory,North Carolina,HIRED,,28,6,56749,1,1,0
35-44,12/7/1988,Raleigh,IT,H- S,00-41844175,Nicole,Nicole Ford,Female,10/29/2021,IT Support Specialist,Ford,BRANCH,Satisfactory,North Carolina,HIRED,,36,3,58783,1,1,0
35-44,5/16/1985,Raleigh,IT,H- S,00-78719275,Steve,Steve Lynch,Female,2/14/2017,IT Support Specialist,Lynch,BRANCH,Satisfactory,North Carolina,HIRED,,39,7,61793,1,1,0
25-35,9/17/1998,Allentown,IT,H- S,00-88426937,Diana,Diana Yoder,Female,8/8/2022,IT Support Specialist,Yoder,BRANCH,Satisfactory,Pennsylvania,HIRED,,26,2,61576,1,1,0
45-54,5/22/1976,Philadelphia,IT,H- S,00-28463119,Debra,Debra Martinez,Female,4/26/2019,IT Support Specialist,Martinez,BRANCH,Satisfactory,Pennsylvania,HIRED,,48,5,65805,1,1,0
35-44,11/30/1986,Pittsburgh,IT,H- S,00-85191544,Ashley,Ashley Sparks,Female,11/29/2021,IT Support Specialist,Sparks,BRANCH,Satisfactory,Pennsylvania,HIRED,,38,3,63906,1,1,0
25-35,3/3/1998,Charleston,IT,H- S,00-47678462,Richard,Richard Ramirez,Female,7/12/2020,IT Support Specialist,Ramirez,BRANCH,Satisfactory,West Virginia,HIRED,,26,4,57932,1,1,0
35-44,3/11/1983,Morgantown,IT,H- S,00-37374649,John,John Rivas,Female,9/3/2022,IT Support Specialist,Rivas,BRANCH,Satisfactory,West Virginia,HIRED,,41,2,56225,1,1,0
35-44,10/28/1987,Naperville,Marketing,H- S,00-47230579,Charles,Charles Mendoza,Female,6/21/2019,SEO Specialist,Mendoza,BRANCH,Satisfactory,Illinois,HIRED,,37,5,72329,1,1,0
35-44,5/22/1987,Detroit,Marketing,H- S,00-10113173,Carol,Carol Smith,Female,7/22/2022,Content Creator,Smith,BRANCH,Satisfactory,Michigan,HIRED,,37,2,60340,1,1,0
25-35,6/21/1993,Detroit,Marketing,H- S,00-54348094,Lisa,Lisa Martinez,Female,4/25/2018,Content Creator,Martinez,BRANCH,Satisfactory,Michigan,HIRED,,31,6,55506,1,1,0
35-44,10/30/1985,Grand Rapids,Marketing,H- S,00-19342782,Kelly,Kelly Gilbert,Female,6/23/2023,SEO Specialist,Gilbert,BRANCH,Satisfactory,Michigan,HIRED,,39,1,60888,1,1,0
35-44,1/6/1982,Warren,Marketing,H- S,00-29421271,John,John Casey,Female,4/11/2023,Content Creator,Casey,BRANCH,Satisfactory,Michigan,HIRED,,42,1,58364,1,1,0
35-44,2/19/1984,Warren,Marketing,H- S,00-39576862,Mark,Mark Morgan,Female,9/19/2019,Content Creator,Morgan,BRANCH,Satisfactory,Michigan,HIRED,,40,5,58645,1,1,0
25-35,3/2/1997,Warren,Marketing,H- S,00-23151704,Mary,Mary Torres,Female,8/6/2017,SEO Specialist,Torres,BRANCH,Satisfactory,Michigan,HIRED,,27,7,56352,1,1,0
25-35,11/15/1992,Buffalo,Marketing,H- S,00-59889271,Chelsea,Chelsea Conley,Female,11/10/2021,Content Creator,Conley,HQ,Satisfactory,New York,HIRED,,32,3,60653,1,1,0
55+,10/6/1962,Buffalo,Marketing,H- S,00-81466893,Mary,Mary Strong,Female,2/18/2023,Content Creator,Strong,HQ,Satisfactory,New York,HIRED,,62,1,64547,1,1,0
25-35,5/18/1990,Buffalo,Marketing,H- S,00-94674464,Michelle,Michelle Solis,Female,4/20/2022,Content Creator,Solis,HQ,Satisfactory,New York,HIRED,,34,2,56807,1,1,0
>25,1/9/2000,Buffalo,Marketing,H- S,00-66599806,Nancy,Nancy Maynard,Female,3/5/2022,Content Creator,Maynard,HQ,Satisfactory,New York,HIRED,,24,2,53646,1,1,0
55+,9/20/1963,Buffalo,Marketing,H- S,00-82829177,Steven,Steven Howell,Female,4/20/2020,SEO Specialist,Howell,HQ,Satisfactory,New York,HIRED,,61,4,57791,1,1,0
45-54,4/10/1972,New York City,Marketing,H- S,00-56476289,Angela,Angela Hammond,Female,11/6/2017,Content Creator,Hammond,HQ,Satisfactory,New York,HIRED,,52,7,60719,1,1,0
45-54,4/5/1978,New York City,Marketing,H- S,00-10358749,Kimberly,Kimberly Mercado,Female,11/16/2023,Content Creator,Mercado,HQ,Satisfactory,New York,HIRED,,46,1,59294,1,1,0
>25,5/5/2001,New York City,Marketing,H- S,00-37905099,Kimberly,Kimberly Smith,Female,2/17/2022,Content Creator,Smith,HQ,Satisfactory,New York,HIRED,,23,2,53279,1,1,0
55+,6/17/1961,New York City,Marketing,H- S,00-57788337,Alicia,Alicia Hayden,Female,7/20/2020,SEO Specialist,Hayden,HQ,Satisfactory,New York,HIRED,,63,4,57139,1,1,0
35-44,4/8/1981,New York City,Marketing,H- S,00-36059032,Katherine,Katherine Jones,Female,12/27/2021,SEO Specialist,Jones,HQ,Satisfactory,New York,HIRED,,43,3,61933,1,1,0
35-44,2/25/1981,New York City,Marketing,H- S,00-43752783,Monique,Monique Smith,Female,9/3/2015,SEO Specialist,Smith,HQ,Satisfactory,New York,HIRED,,43,9,65531,1,1,0
45-54,4/24/1978,Rochester,Marketing,H- S,00-91708236,Becky,Becky Benton,Female,7/13/2017,Content Creator,Benton,HQ,Satisfactory,New York,HIRED,,46,7,59129,1,1,0
25-35,6/2/1993,Rochester,Marketing,H- S,00-67165857,James,James Acosta,Female,9/24/2019,Content Creator,Acosta,HQ,Satisfactory,New York,HIRED,,31,5,54625,1,1,0
35-44,11/7/1981,Rochester,Marketing,H- S,00-81228560,Jesse,Jesse Boone,Female,6/7/2024,Content Creator,Boone,HQ,Satisfactory,New York,HIRED,,43,0,62821,1,1,0
35-44,6/1/1989,Rochester,Marketing,H- S,00-10308646,Kristy,Kristy Wilson,Female,5/28/2017,Content Creator,Wilson,HQ,Satisfactory,New York,HIRED,,35,7,59706,1,1,0
25-35,9/22/1993,Rochester,Marketing,H- S,00-18979241,Linda,Linda Church,Female,5/2/2024,Content Creator,Church,HQ,Satisfactory,New York,HIRED,,31,0,62012,1,1,0
35-44,2/19/1987,Rochester,Marketing,H- S,00-26908967,Richard,Richard Perez,Female,10/16/2021,Content Creator,Perez,HQ,Satisfactory,New York,HIRED,,37,3,52886,1,1,0
55+,4/2/1962,Rochester,Marketing,H- S,00-63057930,Robert,Robert Blackwell,Female,9/30/2015,Content Creator,Blackwell,HQ,Satisfactory,New York,HIRED,,62,9,66824,1,1,0
35-44,3/5/1988,Rochester,Marketing,H- S,00-63459816,Ryan,Ryan Thompson,Female,3/14/2015,Content Creator,Thompson,HQ,Satisfactory,New York,HIRED,,36,9,60399,1,1,0
35-44,3/24/1981,Rochester,Marketing,H- S,00-22929680,Deborah,Deborah Thomas,Female,12/10/2022,SEO Specialist,Thomas,HQ,Satisfactory,New York,HIRED,,43,2,85032,1,1,0
35-44,12/11/1980,Rochester,Marketing,H- S,00-41499354,Kenneth,Kenneth Smith,Female,8/30/2019,SEO Specialist,Smith,HQ,Satisfactory,New York,HIRED,,44,5,78423,1,1,0
35-44,6/20/1985,Rochester,Marketing,H- S,00-46879231,Mary,Mary Green,Female,10/5/2024,SEO Specialist,Green,HQ,Satisfactory,New York,HIRED,,39,0,70174,1,1,0
45-54,8/3/1974,Raleigh,Marketing,H- S,00-86061476,Douglas,Douglas Quinn,Female,6/16/2020,Content Creator,Quinn,BRANCH,Satisfactory,North Carolina,HIRED,,50,4,54036,1,1,0
35-44,2/10/1985,Allentown,Marketing,H- S,00-22956471,Ashley,Ashley Cervantes,Female,2/28/2017,Content Creator,Cervantes,BRANCH,Satisfactory,Pennsylvania,HIRED,,39,7,61204,1,1,0
45-54,7/24/1973,Aurora,Operations,H- S,00-66413822,Jesse,Jesse Gaines,Female,10/16/2021,Inventory Specialist,Gaines,BRANCH,Satisfactory,Illinois,HIRED,,51,3,55800,1,1,0
45-54,5/18/1976,Detroit,Operations,H- S,00-12919231,Courtney,Courtney Little,Female,8/13/2019,Inventory Specialist,Little,BRANCH,Satisfactory,Michigan,HIRED,,48,5,61866,1,1,0
